text,label,timestamp,source
"in a first for a former US president, Donald Trump has been indicted on criminal charges.",TRUE,3/31/2023,https://apnews.com/article/trump-hush-money-new-york-indictment-election-027d0e5ac1881a4c55c6379deae75faa?utm_source=homepage&utm_medium=TopNews&utm_campaign=position_01
"Israeli Prime Minister Benjamin Netanyahu sacked his defense minister Yoav Gallant, leading to mass protests.",TRUE,3/26/2023,https://apnews.com/article/israel-legal-courts-corruption-netanyahu-40c11160c9a93cc717dcf61eed52dda6?utm_source=homepage&utm_medium=TopNews&utm_campaign=position_06
"after the overturning of Roe v. Wade, Wyoming became the first state to ban the use of pills for an abortion.",TRUE,3/18/2023,https://www.axios.com/2023/03/18/abortion-pills-wyoming-ban?utm_campaign=mb&utm_medium=newsletter&utm_source=morning_brew
"for the first time in 31 years, the labrador retriever was America's most popular dog in 2022, according to the American Kennel Club.",FALSE,3/16/2023,https://www.yahoo.com/lifestyle/french-bulldog-americas-most-popular-130000288.html
the Biden administration enacted the CHIPS and Science Act in order to spur semiconductor manufacturing in the US.,TRUE,8/9/2022,https://en.wikipedia.org/wiki/CHIPS_and_Science_Act
"according to new guidance issued by the FDA, products labeled as ""milk"" must be cow-based.",FALSE,2/22/2023,https://apnews.com/article/us-food-and-drug-administration-business-health-nutrition-ed2acef14a014eef30a0fd24f98be07b
"the Supreme Court ruled against the Andy Warhol Foundation in a 7-2 vote, stating that Warhol's Prince Series infringed on the copyright of photographer Lynn Goldsmith.",TRUE,5/18/2023,https://www.npr.org/2023/05/18/1176881182/supreme-court-sides-against-andy-warhol-foundation-in-copyright-infringement-cas
"the Grammys drew in 12.4 million viewers in 2023, the biggest audience of the show since 2020.",TRUE,2/6/2023,https://deadline.com/2023/02/2023-grammy-awards-ratings-1235251203/
"NASA's James Webb Space Telescope discovered its first exoplanet, which it named LHS 475 b.",TRUE,1/12/2023,https://www.popsci.com/science/james-webb-space-telescope-first-exoplanet/
"in 2022, Florida was the slowest-growing US state for the first time since 1957, per a Census report.",FALSE,12/22/2022,https://www.axios.com/2022/12/22/state-list-florida-fastest-growing-census
"around 300 tourists were stranded at Machu Picchu during protests following the impeachment of former President of Peru, Pedro Castillo.",TRUE,12/17/2022,https://www.cnn.com/travel/article/machu-picchu-tourists-stranded-amid-protests/index.html
Germany arrested 25 left-wing extremists who were allegedly plotting to overthrow the government in late 2022.,FALSE,12/7/2022,https://www.cnn.com/2022/12/07/europe/germany-far-right-arrests-grm-intl/index.html
Infowars host Alex Jones filed for personal bankruptcy.,TRUE,12/2/2022,https://www.cnn.com/2022/12/02/business/alex-jones-bankruptcy/index.html
"in late 2022, Mark Zuckerberg questioned Apple's commitment to free speech and threatened to pull Facebook, Instagram, and WhatsApp from the App Store.",FALSE,11/28/2022,https://www.washingtonpost.com/technology/2022/11/28/musk-apple-app-store-twitter/
Qatari officials announced that beer would be allowed in limited quantities at the 2022 World Cup.,FALSE,11/18/2022,https://www.cbsnews.com/news/2022-world-cup-qatar-ban-beer-alcohol-sales-budweiser-fifa/
"rapper Takeoff, member of rap trio Migos, was killed in a Los Angeles restaurant.",FALSE,11/1/2022,https://apnews.com/article/takeoff-migos-killed-houston-b5e86d023796a9c4eddf9bf547bcd396
shares of autonomous vehicle company Mobileye dropped over 50% in their first day of trading.,FALSE,10/26/2022,https://www.cnbc.com/2022/10/26/mobileye-pops-more-than-30percent-in-ipo-after-spinning-out-of-intel.html
Adidas announced it was ending its partnership with Kanye West after West made public antisemitic remarks.,TRUE,10/26/2022,https://apnews.com/article/adidas-ends-kanye-west-partnership-7425f65ea39f7bbdd02d0e033d9be4b8
"water levels on the Mississippi river are approaching their lowest levels in 30 years, as of late 2022.",TRUE,10/17/2022,https://www.wsj.com/articles/mississippi-river-approaching-record-low-water-levels-threatening-commercial-traffic-11665748981
"the painting ""Girl with a Flute"" was confirmed by art researchers to be painted by Vermeer.",FALSE,10/8/2022,https://www.npr.org/2022/10/08/1127679191/vermeer-girl-with-a-flute-fake-forgery
"Hurricane Ian significantly shrunk before making landfall in Florida, resulting in almost no casualties among Florida residents.",FALSE,9/30/2022,https://www.morningbrew.com/daily/issues/500-year-flood-event
"in late 2022, Spotify decided not to sell audiobooks, claiming the audiobook market was already subsumed by podcasts.",FALSE,9/20/2022,https://www.morningbrew.com/daily/issues/dethroned
"in tennis player Serena Williams' final match before retirement, she was defeated by Ajla Tomljanović in the US Open.",TRUE,9/3/2022,https://www.cnn.com/us/live-news/serena-williams-us-open-us-open-09-02-22/index.html
Synchron has become the first company to implant a brain-computer interface device into a patient in the United States.,TRUE,8/17/2022,https://www.emergingtechbrew.com/stories/2022/08/17/this-brain-computer-interface-company-just-hit-a-major-milestone-in-the-us
"in June 2022, the Brookings Institution reported that between 2 million and 4 million working-age Americans were out of the workforce due to long Covid.",TRUE,8/24/2022,https://www.brookings.edu/articles/new-data-shows-long-covid-is-keeping-as-many-as-4-million-people-out-of-work/
author Salman Rushdie was shot at by an attempted assassin while onstage at a New York literary event.,FALSE,8/12/2022,https://www.cnn.com/2022/08/12/us/salman-rushdie-attacked/index.html
NBA icon and civil rights activist Bill Russell died at age 93.,FALSE,7/31/2022,https://www.espn.com/nba/story/_/id/34323568/boston-celtics-great-bill-russell-11-nba-champion-dies-88
Showtime has announced that the late-night show Desus & Mero would not return to the channel.,TRUE,7/18/2022,https://www.morningbrew.com/daily/issues/breaking-up
"researchers in the Russian Academy of Sciences compiled a list of colleagues who spoke out against the Russo-Ukrainian war, in order to help the Russian government prosecute dissidents.",FALSE,5/27/2022,https://www.nytimes.com/2022/05/27/science/russia-ukraine-science-academy.html
"after announcing his unretirement, Tom Brady joined the New York Giants as a quarterback.",FALSE,3/14/2022,https://www.nytimes.com/2022/03/14/sports/football/tom-brady-aaron-rodgers-russell-wilson.html
"cruise ship Global Dream II escaped potential bankruptcy, and launched its first trip.",FALSE,6/20/2022,https://www.theguardian.com/business/2022/jun/20/global-dream-ii-unfinished-9000-passenger-cruise-ship-to-be-scrapped
Vince McMahon was forced to step down from CEO and chairman at WWE because the company was investigating him for embezzling and fraud.,FALSE,6/17/2022,https://apnews.com/article/sports-vince-mcmahon-wrestling-28e22d3c652591f42d47ef0285564623
"Disney fired Peter Rice, who had been Disney's top TV content executive overseeing Disney's cable channels, streaming platforms, and ABC.",TRUE,6/9/2022,https://www.nytimes.com/2022/06/09/business/disney-peter-rice.html
public health officials have reported a nationwide outbreak of MRSA across dozens of hospitals in May 2022.,FALSE,5/20/2022,https://www.wsj.com/articles/mysterious-hepatitis-in-kids-spurs-a-hunt-for-answers-11653039000
the FDA restricted the first booster shot of Pfizer's COVID-19 vaccine to be administered only to teenagers and adults.,FALSE,5/17/2022,https://www.cnbc.com/2022/05/17/fda-authorizes-pfizer-covid-booster-dose-for-kids-ages-5-to-11-years-old.html
"the fashion brand Off-White has announced, contrary to market trends, that it will not be accepting cryptocurrency as payment.",FALSE,3/31/2022,https://www.voguebusiness.com/technology/want-to-spend-your-crypto-on-fashion-off-white-now-accepts-it
Archegos Family management founder Bill Hwang was not charged after initial investigations into the company's bankruptcy found no foul play.,FALSE,4/27/2022,https://www.nytimes.com/2022/04/27/business/archegos-bill-hwang-patrick-halligan.html
Russian and Belaurisan players are blocked from playing in the 2022 Wimbledon. ,TRUE,4/20/2022,https://www.bbc.com/sport/tennis/61161016
the crypto exchange Binance has become the first ever official cryptocurrency exchange partner of the Grammys.,TRUE,3/31/2022,https://www.coindesk.com/business/2022/03/31/binance-is-sponsoring-the-grammys-this-year/
"according to a University of Chicago survey, nearly one in five US households purchased a gun during the pandemic.",TRUE,3/24/2022,https://www.norc.org/research/library/one-in-five-american-households-purchased-a-gun-during-the-pande.htm
"Dua Lipa was sued by multiple bands and songwriters, who alleged that she ripped off their previous work for her song ""Levitating"".",TRUE,3/7/2022,https://www.nbcnews.com/pop-culture/music/dua-lipa-faces-two-lawsuits-song-levitating-legal-experts-say-copyrigh-rcna18800
"the new Duke men's basketball head coach, Mike Krzyzewski, coached the first game of his career in March 2022.",FALSE,3/3/2022,https://bleacherreport.com/articles/10028644-tickets-for-mike-krzyzewskis-final-duke-home-game-more-expensive-than-super-bowl-56
"Ukraine's Antonov AN-225 Mriya, the world's largest plane, was destroyed in a Russian attack on an airport near Kyiv.",TRUE,2/25/2022,https://en.wikipedia.org/wiki/Battle_of_Antonov_Airport
"despite placing first, the Russian figure skating team for the 2022 Winter Olympics had their gold medals delayed due to a failed drug test.",TRUE,2/9/2022,https://www.npr.org/2022/02/09/1079512063/olympics-figure-skating-medals-russia-kamila-valieva
"in January 2022, Peloton filed for bankruptcy and planned to shut down all US factories.",FALSE,1/20/2022,https://www.cnbc.com/2022/01/20/peloton-to-pause-production-of-its-bikes-treadmills-as-demand-wanes.html
the New York Times agreed to acquire the magazine The Atlantic in 2022.,FALSE,1/6/2022,https://www.bloomberg.com/news/articles/2022-01-06/n-y-times-is-said-to-buy-the-athletic-in-a-550-million-deal
"the startup Rentbrella launched kiosks in San Diego, planning to compete in the electric scooters market.",FALSE,1/26/2022,https://www.reuters.com/technology/brazil-startup-rentbrella-eyes-european-expansion-after-us-rollout-2022-01-26/
LA's Staples Center was renamed to Crypto.com Arena on Christmas 2021.,TRUE,12/28/2021,https://www.morningbrew.com/daily/issues/biggest-flop
the movie Spider-Man: No Way Home brought in 253 million dollars in the US box office during its opening weekend.,TRUE,12/19/2021,https://variety.com/2021/film/news/spiderman-no-way-home-box-office-opening-weekend-pandemic-record-1235137725/
New Zealand passed a law banning anyone born before 2008 from ever purchasing hard liquor in the country.,FALSE,12/9/2021,https://www.nytimes.com/2021/12/09/world/asia/new-zealand-smoking-ban.html?partner=slack&smid=sl-share
"Jack Dorsey has stepped down from CEO at Twitter, naming Parag Agrawal as his successor.",TRUE,11/29/2021,https://www.morningbrew.com/daily/issues/d-oh
"El Salvador President Nayib Bukele has announced plans to build a Bitcoin City, powered by geothermal energy from a nearby volcano.",TRUE,11/21/2021,https://www.bbc.com/news/world-latin-america-59368483
Sweetgreen's shares jumped 76% in its public market debut.,TRUE,11/18/2021,https://www.cnbc.com/2021/11/18/sweetgreen-ipo-sg-starts-trading-on-the-new-york-stock-exchange.html
Jes Staley stepped down as CEO of Barclays after regulators uncovered past contacts with Jeffrey Epstein.,TRUE,11/1/2021,https://apnews.com/article/business-europe-crime-jeffrey-epstein-6800ce76a447b0c08fb9d0c1d3b38446
"architect Dennis McFadden resigned from University of California, Santa Barbara, due to issues with the construction of a new dorm.",TRUE,10/30/2021,https://www.morningbrew.com/daily/issues/munger-controversy
private equity firm Blackstone has taken a majority stake in athletic and shapewear brand Lululemon.,FALSE,10/21/2021,https://www.morningbrew.com/daily/issues/pinterested
"during a ceremony for the Planeta prize in literature, Spanish author Carmen Mola was revealed to be a pseudonym for a team of three men.",TRUE,10/16/2021,https://www.theguardian.com/books/2021/oct/16/female-spanish-thriller-writer-carmen-mola-revealed-to-be-three-men
New York City's public libraries eliminated late fees permanently for all visitors.,TRUE,10/5/2021,https://www.npr.org/2021/10/05/1043412502/library-fees-eliminated-new-york
"the Gilgamesh Tablet, previously smuggled out of Iraq, has been returned to Iraq.",TRUE,9/23/2021,https://www.axios.com/local/washington-dc/2021/09/23/ancient-tablet-gilgamesh-return-iraq?utm_source=morning_brew
US solar installations shrank by 30% from 2019 to 2020.,FALSE,3/16/2021,https://www.cnbc.com/2021/03/16/the-us-solar-industry-posted-record-growth-in-2020-despite-covid-19-new-report-finds.html?utm_source=morning_brew
Chinese president Xi Jinping announced in a United Nations that he would accelerate the building of coal power plants overseas.,FALSE,9/21/2021,https://www.nytimes.com/2021/09/21/climate/china-power-plants-coal.html
South Korea's National Assembly passed a bill that will require Google and Apple to allow alternative payment systems to be used in their app stores.,TRUE,8/31/2021,https://www.wsj.com/articles/google-apple-hit-in-south-korea-by-worlds-first-law-ending-their-dominance-over-app-store-payments-11630403335?st=dh3dbi4h20et6lc&reflink=article_copyURL_share
"hurricane Ida made landfall as a Category 4 hurricane with 150 miles per hour winds, more powerful than hurricane Katrina.",TRUE,8/29/2021,https://www.morningbrew.com/daily/issues/2021/08/30
South Korea became the first major economy in Asia to raise interest rates since the COVID pandemic began.,TRUE,8/26/2021,https://www.bbc.com/news/business-58338261?utm_source=morning_brew
Pfizer's Covid-19 vaccine received full approval from the FDA.,TRUE,8/23/2021,https://www.morningbrew.com/daily/issues/2021/08/24
Team USA won the most gold medals at the 2021 Olympics.,TRUE,8/8/2021,https://nypost.com/2021/08/08/olympics-2020-medal-count-team-usa-rallies-for-most-gold/?utm_source=morning_brew
"Square cofounder and CEO Jack Dorsey announced that his company would buy Afterpay, an Australian company. ",TRUE,8/1/2021,https://squareup.com/us/en/press/square-announces-plans-to-acquire-afterpay
Disney movie Black Widow earned 80 million dollars in its opening weekend at the box office.,TRUE,7/11/2021,"https://www.cnbc.com/2021/07/11/black-widow-opening-weekend-highest-pandemic-box-office-opening-.html#:~:text=%E2%80%9CBlack%20Widow%E2%80%9D%20tallied%20%2480%20million,M%20from%20international%20ticket%20sales."
"Yellowstone park hosted an all time low number of recreation visits in June 2021, a 50% decrease from June 2020.",FALSE,7/15/2021,https://www.nps.gov/yell/learn/news/21020.htm?utm_source=morning_brew
Lebron James became the first NBA athlete to earn 1 billion dollars in his career while still active.,TRUE,7/22/2021,https://www.sportico.com/personalities/athletes/2021/lebron-james-career-earnings-nba-billion-1234634822/?utm_source=morning_brew
Flipkart raised $3.6 billion at a valuation of $38 billion.,TRUE,7/12/2021,https://techcrunch.com/2021/07/11/flipkart-valued-at-37-6-billion-in-new-3-6-billion-fundraise/?utm_source=morning_brew
"Tesla only delivered 100,000 vehicles in the second quarter of 2021.",FALSE,7/2/2021,https://www.cnbc.com/2021/07/02/tesla-tsla-q2-2021-vehicle-production-and-delivery-numbers.html?utm_source=morning_brew
e-cigarette company Juul agreed to pay $40 million to North Carolina to settle allegations that its marketing effort targeted teenagers.,TRUE,6/28/2021,https://www.nytimes.com/2021/06/28/health/juul-vaping-settlement-north-carolina.html?utm_source=morning_brew
soccer star Cristiano Ronaldo was the first person in the world to reach 300 million followers on Instagram.,TRUE,6/18/2021,"https://bleacherreport.com/articles/10006108-cristiano-ronaldo-becomes-1st-person-to-reach-300m-instagram-followers#:~:text=Cristiano%20Ronaldo%20Becomes%201st%20Person%20to%20Reach%20300M%20Instagram%20Followers,-Mike%20Chiari%40%40&text=In%20addition%20to%20being%20European,king%20of%20Instagram%20as%20well."
Google opened its first official permanent physical retail space in California.,FALSE,6/16/2021,https://www.cnbc.com/2021/06/16/googles-first-store-a-look-inside-where-it-will-sell-pixels-chromebooks.html?utm_source=morning_brew
"China's government announced an increase in birth limits, starting May 2021, to allow all couples to have five children instead of two.",FALSE,5/31/2021,https://apnews.com/article/china-bd12b9c524853f33cca8db3a6930b936?utm_source=morning_brew
Virgin Galactic completed its third spaceflight of the year in 2021.,FALSE,5/22/2021,https://www.cnbc.com/2021/05/22/virgin-galactic-completes-third-spaceflight-of-vss-unity.html?utm_source=morning_brew
"Phil Mickelson, at age 50, became the oldest golfer to win a major tournament.",TRUE,5/23/2021,https://www.espn.com/golf/story/_/id/31497332/how-phil-mickelson-stunned-golf-becoming-oldest-major-champion?utm_source=morning_brew
Joe Biden signed an executive order increasing the minimum wage for federal contractors to $38/hour.,FALSE,4/27/2021,https://thehill.com/homenews/administration/550407-biden-to-seek-extra-80b-for-irs/?utm_source=morning_brew
"Coinbase, a cryptocurrency exchange, went public on the Nasdaq.",TRUE,4/14/2021,https://apnews.com/article/coinbase-stock-ipo-price-c3b802074ce4349b5bccf9ba43022800?utm_source=morning_brew
Major League Baseball moved the 2021 All-Star Game from Atlanta to Denver.,TRUE,4/6/2021,"https://www.npr.org/2021/04/06/984711881/mlb-moves-all-star-game-to-colorado-amid-uproar-over-georgia-voting-law#:~:text=Major%20League%20Baseball's%202021%20All,to%20host%20baseball's%20midseason%20centerpiece."
Vanderbilt defeated Mississippi State to win their first national basketball championship.,FALSE,6/30/2021,https://www.ncaa.com/live-updates/baseball/d1/mississippi-state-wins-2021-college-world-series-its-first-ncaa-championship-school-history
Square acquired the majority of streaming service Tidal.,TRUE,3/4/2021,https://www.nytimes.com/2021/03/04/business/media/tidal-square-jay-z-dorsey.html
the Supreme Court allowed Trump's lawyers to block a tax return subpoena in a 2021 ruling.,FALSE,2/22/2021,https://www.politico.com/news/2021/02/22/supreme-court-donald-trump-tax-returns-new-york-470826?utm_source=morning_brew
Rush Limbaugh died at age 74.,FALSE,2/17/2021,https://www.nbcnews.com/politics/politics-news/conservative-radio-personality-rush-limbaugh-has-died-age-70-n1164306?utm_source=morning_brew
Boeing posted a record annual loss of 12 billion dollars during 2021.,TRUE,1/27/2021,https://www.cnbc.com/2021/01/27/boeing-ba-q4-2020-earnings.html?utm_source=morning_brew
California was the first American state to hit 1 million COVID-19 vaccinations.,FALSE,1/15/2021,https://www.morningbrew.com/daily/issues/2021/01/15
Donald Trump became the third US president to get impeached twice.,FALSE,1/14/2021,https://www.bbc.com/news/world-us-canada-55656385?utm_source=morning_brew
"Upside Foods, a startup working on lab-grown meat, raised $300 million in Series B funding.",FALSE,1/22/2020,https://www.forbes.com/sites/michaelpellmanrowland/2020/01/22/memphis-meats-raises-161-million-series-b-funding-round-aims-to-bring-cell-based-products-to-consumers-for-the-first-time/?sh=483c245d428d
"the CEOs of over 30 companies joined together to form OneTen, a coalition pledging to hire 1 million Black workers over the next decade.",TRUE,12/11/2020,https://www.usatoday.com/story/money/2020/12/11/oneten-coalition-walmart-comcast-target-black-employment/3893139001/?utm_source=morning_brew
the SEC sued cryptocurency Ripple for allegedly violating investor protection laws.,TRUE,12/22/2020,https://www.theblock.co/linked/88912/sec-ripple-labs-lawsuit-filed-2?utm_source=morning_brew
crypto exchange Coinbase filed paperwork with the SEC to go public.,TRUE,12/17/2020,https://www.cnbc.com/2020/12/17/largest-us-cryptocurrency-exchange-coinbase-files-for-ipo-as-bitcoin-soars-past-23000.html?utm_source=morning_brew
Joe Biden pledged that the US would rejoin the Paris Accord and invest in clean energy.,TRUE,12/12/2020,https://apnews.com/article/europe-climate-climate-change-paris-france-6e21f86b5c4affaee8ee04e870a1ea6c?utm_source=morning_brew
Iranian nuclear scientist Mohsen Fakhrizadeh was assassinated.,TRUE,11/28/2020,https://www.npr.org/2020/11/28/939675848/iran-vows-retaliation-in-proper-time-for-nuclear-scientists-killing?utm_source=morning_brew
China issued debt at a negative interest rate for the first time in November 2020.,TRUE,11/19/2020,https://www.cnn.com/2020/11/19/economy/china-negative-yield-bond/index.html?utm_source=morning_brew
Governor Cuomo issued new Covid-19 restrictions requiring New York bars and restaurants to close at 10pm.,TRUE,11/11/2020,https://nypost.com/2020/11/11/gov-cuomo-orders-ny-restaurants-bars-to-close-at-10pm/?utm_source=morning_brew
CBL Properties and Pennsylvania Real Estate Investment Trust filed for bankruptcy.,TRUE,11/2/2020,https://www.cnn.com/2020/11/02/investing/mall-bankruptcies-cbl-properties-preit/index.html?utm_source=morning_brew
"Alphabet reported very poor earnings, at a net loss in the third quarter of 2020.",FALSE,10/29/2020,https://www.wsj.com/articles/google-alphabet-googl-3q-earnings-report-2020-11603988595?utm_source=morning_brew
NASA announced plans to team up with Bell Labs to install a 4G network on the moon.,TRUE,10/19/2020,https://www.cnn.com/2020/10/18/tech/4g-network-moon-trnd/index.html?utm_source=morning_brew
Stripe announced that it would acquire Nigerian fintech company Paystack.,TRUE,10/15/2020,https://techcrunch.com/2020/10/15/stripe-acquires-nigerias-paystack-for-200m-to-expand-into-the-african-continent/?utm_source=morning_brew&guccounter=1&guce_referrer=aHR0cHM6Ly93d3cubW9ybmluZ2JyZXcuY29tLw&guce_referrer_sig=AQAAAFnbpz6ZjVz9DnBWFwbJbYiFNVH1clxAgrftmp9f1HRIJswdYv-m4GCAByytAC7a_pTKytSev-L2i_HywR365I6RbGAb07l_DRr4kAywdmT5ZQRxaw4n7rWRWRVkWXbgZrMGq1EPO9KnFdc8A6eVPcTyo9GsuZQhyQ-U3Fkj6kYV
the 2020 Nobel Peace Prize was awarded to the Canadian World Food Programme.,FALSE,10/9/2020,https://www.bbc.com/news/world-54476569?utm_source=morning_brew
Palantir went public with an IPO in 2021.,FALSE,9/30/2020,"https://www.nytimes.com/2020/09/30/technology/palantir-stock-initial-public-offering.html#:~:text=The%20company's%20shares%20began%20trading,3."
Ruth Bader Ginsburg passed away in September of 2020.,TRUE,9/18/2020,https://www.nytimes.com/2020/09/18/us/ruth-bader-ginsburg-dead.html
"Jean-Sebastien Jacques, former CEO of mining corporation Rio Tinto, retired amicably from his position.",FALSE,9/10/2020,"https://www.cnn.com/2020/09/10/business/rio-tinto-ceo-intl-hnk/index.html#:~:text=Rio%20Tinto%20(RIO)%20CEO%20Jean,expand%20an%20iron%20ore%20mine."
